lemma,part_of_speech,synonyms
monitory,satellite,admonitory;cautionary;exemplary;warning
mono,noun,infectious mononucleosis;mononucleosis;glandular fever;kissing disease
mono,satellite,monophonic;single-channel
monoatomic,adjective,monatomic
monochromatic,adjective,homochromatic
monochromatic,satellite,monochrome;monochromic;monochromous
monochrome,noun,black and white
monochrome,satellite,monochromatic;monochromic;monochromous
monochromic,satellite,monochromatic;monochrome;monochromous
monochromous,satellite,monochromatic;monochrome;monochromic
monocled,satellite,bespectacled;spectacled
monoclonal,noun,monoclonal antibody
monodic,satellite,monodical
monodical,satellite,monodic
monoecious,adjective,monecious;monoicous
monoestrous,satellite,monestrous
monogynic,satellite,monogynous
monogynous,satellite,monogynic
monoicous,adjective,monoecious;monecious
monolithic,satellite,massive;monumental
mononuclear,adjective,mononucleate
mononucleate,adjective,mononuclear
monophonic,satellite,mono;single-channel
monophysite,noun,Monophysite
monophysite,adjective,Monophysite;Monophysitic
monophysitic,adjective,Monophysite;Monophysitic
monoploid,adjective,haploid;haploidic
monotone,noun,drone;droning
monotone,adjective,monotonic
monotone,satellite,flat;monotonic;monotonous
monotonic,adjective,monotone
monotonic,satellite,flat;monotone;monotonous
monotonous,satellite,humdrum|flat;monotone;monotonic
monovalent,adjective,univalent
monovular,adjective,identical
monstrous,satellite,atrocious;flagitious;grievous|grotesque
montserratian,noun,Montserratian
montserratian,adjective,Montserratian
monumental,satellite,massive;monolithic
moody,noun,Moody;Helen Wills Moody;Helen Wills;Helen Newington Wills|Moody;Dwight Lyman Moody
moody,satellite,dark;dour;glowering;glum;morose;saturnine;sour;sullen|temperamental
moon-faced,satellite,round-faced
moon-round,satellite,moonlike
moonlike,satellite,moon-round
moonlit,adjective,moony
moonstruck,satellite,lunatic
moony,adjective,moonlit
moony,satellite,dreamy;woolgathering
moorish,noun,Moorish;Moorish architecture
moorish,adjective,Moorish;Moresque
moot,verb,consider;debate;turn over;deliberate
moot,satellite,arguable;debatable;disputable
moral,noun,lesson
moravian,adjective,Moravian
morbid,satellite,ghoulish|diseased;pathologic;pathological
morbific,satellite,infective;pathogenic
mordacious,satellite,barbed;biting;nipping;pungent
mordant,satellite,black;grim|caustic;corrosive;erosive;vitriolic
more,noun,More;Thomas More;Sir Thomas More
more,adjective,more than
more,adverb,to a greater extent
more than,adjective,more
moresque,adjective,Moorish;Moresque
morganatic,satellite,left-handed
moribund,satellite,stagnant
mormon,noun,Mormon|Latter-Day Saint;Mormon
mormon,adjective,Mormon
moroccan,noun,Moroccan
moroccan,adjective,Moroccan;Maroc
morose,satellite,dark;dour;glowering;glum;moody;saturnine;sour;sullen
morphologic,adjective,morphological;structural|morphological|geomorphologic;geomorphological;morphological;structural
morphological,adjective,morphologic|geomorphologic;geomorphological;morphologic;structural|morphologic;structural
mortal,noun,person;individual;someone;somebody;soul
mortal,satellite,deadly|deadly;deathly
mortgaged,verb,mortgage
mortified,verb,mortify|mortify;subdue;crucify|humiliate;mortify;chagrin;humble;abase|necrose;gangrene;mortify;sphacelate
mortified,satellite,gangrenous|embarrassed;humiliated
mortifying,verb,mortify|mortify;subdue;crucify|humiliate;mortify;chagrin;humble;abase|necrose;gangrene;mortify;sphacelate
mortifying,satellite,embarrassing|demeaning;humbling;humiliating
mortuary,noun,morgue;dead room
mosaic,noun,Mosaic|arial mosaic;photomosaic
mosaic,adjective,Mosaic
moslem,noun,Muslim;Moslem
moslem,adjective,Muslim;Moslem;Islamic
moss-grown,satellite,mossy|fogyish;mossy;stick-in-the-mud;stodgy
moss green,satellite,mosstone
mosstone,satellite,moss green
mossy,satellite,moss-grown|fogyish;moss-grown;stick-in-the-mud;stodgy
most,adverb,to the highest degree|about;almost;nearly;near;nigh;virtually;well-nigh
moth-eaten,satellite,ratty;shabby;tatty|mothy|cold;stale;dusty
moth-resistant,satellite,mothproof
mother-naked,satellite,naked as the day one was born;naked as the day you were born;in one's birthday suit;in your birthday suit
motherly,adverb,maternally
mothproof,satellite,moth-resistant
mothy,satellite,moth-eaten
motionless,satellite,inactive;static;still
motivated,verb,motivate;actuate;propel;move;prompt;incite
motivating,noun,motivation
motivating,verb,motivate;actuate;propel;move;prompt;incite
motivating,satellite,motivative;motive
motivative,satellite,motive;motivating
motive,noun,motivation;need|motif|motif
motive,satellite,motor|motivative;motivating
motiveless,satellite,unprovoked;wanton
motley,noun,assortment;mixture;mixed bag;miscellany;miscellanea;variety;salmagundi;smorgasbord;potpourri
motley,verb,vary;variegate|parti-color
motley,satellite,assorted;miscellaneous;mixed;sundry|calico;multicolor;multi-color;multicolour;multi-colour;multicolored;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
motor,verb,drive
motor,satellite,centrifugal|motive
motored,verb,drive;motor
motored,adjective,motorized;motorised
motorial,adjective,efferent
motorised,verb,mechanize;mechanise;motorize;motorise
motorised,adjective,motorized;motored
motorized,verb,motorize|motorize|mechanize;mechanise;motorize;motorise
motorized,adjective,motorised;motored
motorized,satellite,mechanized;mechanised
motorless,adjective,unmotorized;unmotorised
mottled,verb,mottle;streak;blotch|mottle;dapple;cloud
mottled,satellite,dappled
mouldy,satellite,moldy;musty
mountainous,satellite,cragged;craggy;hilly
mounted,verb,mount|wax;mount;climb;rise|mount|mount|hop on;mount;mount up;get on;jump on;climb on;bestride|climb;climb up;mount;go up|mount;put on|ride;mount
mournful,satellite,plaintive|doleful
mourning,noun,bereavement|lamentation
mourning,verb,mourn|mourn
mourning,satellite,bereaved;bereft;grief-stricken;grieving;sorrowing
mouse-colored,satellite,mousy;mousey;mouselike
mouselike,satellite,mousy;mousey;mouse-colored
mousey,adjective,mousy
mousey,satellite,mousy;mouse-colored;mouselike|mousy
mousy,satellite,mousey|mousey;mouse-colored;mouselike
mousy,adjective,mousey
mouth-watering,satellite,savory;savoury
mouthless,adjective,astomatous
movable,noun,chattel;personal chattel
movable,satellite,moveable;transferable;transferrable;transportable
moveable,satellite,movable;transferable;transferrable;transportable
moved,verb,travel;go;move;locomote|move;displace|move|move|go;proceed;move|be active;move|move|act;move|affect;impress;move;strike|motivate;actuate;propel;move;prompt;incite|move|move|move;go;run|move|move;go|move;make a motion
moved,adjective,affected;stirred;touched
moving,verb,travel;go;move;locomote|move;displace|move|move|go;proceed;move|be active;move|move|act;move|affect;impress;move;strike|motivate;actuate;propel;move;prompt;incite|move|move|move;go;run|move|move;go|move;make a motion
mown,verb,mow;cut down|pout;mop;mow
mown,adjective,cut
mozambican,noun,Mozambican
mozambican,adjective,Mozambican|Mozambican
mozartean,adjective,Mozartian;Mozartean
mozartian,adjective,Mozartian;Mozartean
much,adverb,a lot;lots;a good deal;a great deal;very much|practically|a great deal;often
mucilaginous,satellite,gluey;glutinous;gummy;pasty;sticky;viscid;viscous
mucky,satellite,boggy;marshy;miry;muddy;quaggy;sloppy;sloughy;soggy;squashy;swampy;waterlogged|muddy
mucoid,adjective,mucoidal
mucoidal,adjective,mucoid
mucose,adjective,mucous
mucous,adjective,mucose
muddied,verb,muddy;muddy up|muddy|muddy
muddied,satellite,dirty;dingy;muddy
muddled,verb,muddle;puddle|addle;muddle;puddle
muddled,satellite,addled;befuddled;muzzy;woolly;wooly;woolly-headed;wooly-minded
muddleheaded,satellite,addlebrained;addlepated;puddingheaded
muddy,verb,muddy up
muddy,satellite,boggy;marshy;miry;mucky;quaggy;sloppy;sloughy;soggy;squashy;swampy;waterlogged|mucky|dirty;dingy;muddied|cloudy;mirky;murky;turbid
muffled,verb,smother;stifle;strangle;muffle;repress|muffle;mute;dull;damp;dampen;tone down
muffled,satellite,dull;muted;softened
muggy,satellite,steamy;sticky
muhammadan,noun,Mohammedan;Muhammedan;Muhammadan
muhammadan,adjective,Muhammadan;Mohammedan
mulish,satellite,hardheaded
multi-color,satellite,motley;calico;multicolor;multicolour;multi-colour;multicolored;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multi-colored,satellite,motley;calico;multicolor;multi-color;multicolour;multi-colour;multicolored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multi-colour,satellite,motley;calico;multicolor;multi-color;multicolour;multicolored;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multi-coloured,satellite,motley;calico;multicolor;multi-color;multicolour;multi-colour;multicolored;multi-colored;multicoloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multi-ethnic,satellite,multiethnic
multi-seeded,satellite,several-seeded
multi-valued,satellite,multivalent
multicolor,satellite,motley;calico;multi-color;multicolour;multi-colour;multicolored;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multicolored,satellite,motley;calico;multicolor;multi-color;multicolour;multi-colour;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multicolour,satellite,motley;calico;multicolor;multi-color;multi-colour;multicolored;multi-colored;multicoloured;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multicoloured,satellite,motley;calico;multicolor;multi-color;multicolour;multi-colour;multicolored;multi-colored;multi-coloured;painted;particolored;particoloured;piebald;pied;varicolored;varicoloured
multiethnic,satellite,multi-ethnic
multifaceted,satellite,many-sided;miscellaneous;multifarious
multifarious,satellite,many-sided;multifaceted;miscellaneous
multilateral,adjective,many-sided
multinational,satellite,transnational
multinomial,noun,polynomial
multinomial,adjective,polynomial
multiphase,adjective,polyphase
multiplex,satellite,manifold
multiplied,verb,multiply|multiply;manifold|breed;multiply|reproduce;procreate;multiply
multistorey,satellite,multistory;multistoried
multistoried,satellite,multistory;multistorey
multistory,satellite,multistorey;multistoried
multitudinous,satellite,countless;infinite;innumerable;innumerous;myriad;numberless;uncounted;unnumberable;unnumbered;unnumerable
multivalent,adjective,polyvalent
multivalent,satellite,multi-valued
mum,noun,florist's chrysanthemum;florists' chrysanthemum;Dendranthema grandifloruom;Chrysanthemum morifolium|ma;mama;mamma;mom;momma;mommy;mammy;mummy
mum,satellite,silent
mummy-brown,satellite,snuff;snuff-brown;chukker-brown
mundane,satellite,everyday;quotidian;routine;unremarkable;workaday|terrestrial|terrene
munificent,satellite,lavish;overgenerous;too-generous;unsparing;unstinted;unstinting
mural,noun,wall painting
murdered,verb,murder;slay;hit;dispatch;bump off;off;polish off;remove|mangle;mutilate;murder
murderous,satellite,homicidal
murky,satellite,cloudy;muddy;mirky;turbid|mirky
murmuring,noun,mutter;muttering;murmur;murmuration;mussitation|grumble;grumbling;murmur;mutter;muttering
murmuring,verb,murmur|murmur;mutter;grumble;croak;gnarl
murmuring,satellite,susurrant;whispering
murmurous,satellite,rustling;soughing;susurrous
muscovite,noun,Muscovite
muscovite,adjective,Muscovite
muscular,adjective,mesomorphic
muscular,satellite,brawny;hefty;powerful;sinewy
mushy,satellite,bathetic;drippy;hokey;maudlin;mawkish;kitschy;schmaltzy;schmalzy;sentimental;soppy;soupy;slushy
musical,noun,musical comedy;musical theater
musical,adjective,melodious;melodic
musing,noun,contemplation;reflection;reflexion;rumination;thoughtfulness
musing,verb,chew over;think over;meditate;ponder;excogitate;contemplate;muse;reflect;mull;mull over;ruminate;speculate
musing,satellite,brooding;broody;contemplative;meditative;pensive;pondering;reflective;ruminative
musk-scented,satellite,musky-scented
musky-scented,satellite,musk-scented
muslim,noun,Muslim;Moslem
muslim,adjective,Muslim;Moslem;Islamic
mussy,satellite,messy
must,noun,mustiness;moldiness
mustached,satellite,mustachioed
mustachioed,satellite,mustached
musty,satellite,moldy;mouldy|fusty;frowsty
mutable,adjective,changeable
mutant,noun,mutation;variation;sport
mute,noun,deaf-mute;deaf-and-dumb person
mute,verb,muffle;dull;damp;dampen;tone down
mute,satellite,tongueless;unspoken;wordless|dumb;silent
muted,verb,muffle;mute;dull;damp;dampen;tone down
muted,satellite,hushed;subdued;quiet|dull;muffled;softened
mutilated,verb,mutilate;mangle;cut up|mangle;mutilate;murder|mutilate;mar
mutilated,satellite,maimed
mutual,satellite,common
mutual,adjective,reciprocal
mutualist,satellite,interdependent;mutually beneficial
mutually beneficial,satellite,interdependent;mutualist
mutually exclusive,satellite,contradictory
muzzy,satellite,bleary;blurred;blurry;foggy;fuzzy;hazy|addled;befuddled;muddled;woolly;wooly;woolly-headed;wooly-minded
mycenaean,adjective,Mycenaean
myelinated,adjective,medullated
myopic,adjective,nearsighted;shortsighted
myopic,satellite,short;shortsighted;unforesightful
myotic,noun,miotic drug;myotic drug;miotic
myotic,adjective,miotic
myriad,noun,ten thousand;10000
myriad,satellite,countless;infinite;innumerable;innumerous;multitudinous;numberless;uncounted;unnumberable;unnumbered;unnumerable
mysterious,satellite,cryptic;cryptical;deep;inscrutable;mystifying|mystic;mystical;occult;secret;orphic
mystic,noun,religious mystic
mystic,satellite,mysterious;mystical;occult;secret;orphic
mystic,adjective,mystical|mystical
mystical,adjective,mystic|mystic
mystical,satellite,mysterious;mystic;occult;secret;orphic
mystified,verb,perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|mystify
mystified,satellite,metagrobolized;metagrobolised;metagrabolized;metagrabolised
mystifying,verb,perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|mystify
mystifying,satellite,cryptic;cryptical;deep;inscrutable;mysterious
mythic,satellite,fabulous;mythical;mythologic;mythological
mythical,satellite,fabulous;mythic;mythologic;mythological
mythologic,satellite,fabulous;mythic;mythical;mythological
mythological,satellite,fabulous;mythic;mythical;mythologic
n-th,satellite,nth
nacreous,satellite,iridescent;opalescent;opaline;pearlescent
nagging,verb,nag;peck;hen-peck|nag|nag
nagging,satellite,shrewish
naiant,satellite,swimming
naif,adjective,naive
nail-biting,satellite,cliff-hanging;suspenseful;suspensive
naive,adjective,naif
naive,satellite,primitive|uninstructed;unenlightened|uninitiate;uninitiated
naked,satellite,bare;au naturel;nude|defenseless|raw
naked as a jaybird,satellite,bare-assed;bare-ass;in the altogether;in the buff;in the raw;raw;peeled;stark naked
naked as the day one was born,satellite,mother-naked;naked as the day you were born;in one's birthday suit;in your birthday suit
naked as the day you were born,satellite,mother-naked;naked as the day one was born;in one's birthday suit;in your birthday suit
namby-pamby,satellite,gutless;spineless;wishy-washy
nameless,satellite,unidentified;unknown;unnamed
namibian,noun,Namibian
namibian,adjective,Namibian
naming,noun,appointment;assignment;designation
naming,verb,name;call|name;identify|name;nominate;make|appoint;name;nominate;constitute|name|mention;advert;bring up;cite;name;refer|identify;discover;key;key out;distinguish;describe;name|list;name|diagnose;name
